Combination,Wins,Losses,Total Games
"('Hwei', 'Jhin', 'Rumble', 'Twisted Fate', 'Viego')",5,0,5
"('Cassiopeia', 'Jax', 'Jhin', 'Neeko', 'Yone')",5,0,5
"('Jinx', 'Karthus', 'Riven', 'Thresh', 'Tristana')",5,0,5
"('Jax', 'Lucian', 'Nami', 'Nidalee', 'Yasuo')",0,5,5
"('Ashe', 'Diana', ""Rek'Sai"", 'Skarner', 'Varus')",0,5,5
"('Elise', ""Kog'Maw"", 'Rell', 'Riven', 'Tristana')",5,0,5
"('Irelia', ""Kai'Sa"", 'Kindred', 'Rell', 'Riven')",0,5,5
"(""Kai'Sa"", 'Rell', 'Rumble', 'Sylas', 'Viego')",3,2,5
"('Irelia', 'Nidalee', 'Qiyana', 'Rell', 'Zeri')",0,5,5
"('Rakan', 'Rumble', 'Twisted Fate', 'Viego', 'Zeri')",4,1,5
"('Alistar', 'Corki', 'Pantheon', 'Qiyana', 'Shen')",5,0,5
"('Aphelios', 'Lillia', 'Skarner', 'Tahm Kench', 'Tristana')",5,0,5
"('Elise', 'Jax', 'Kalista', 'Taric', 'Yone')",5,0,5
"('Jinx', 'Nautilus', 'Skarner', 'Taliyah', 'Viego')",5,0,5
"('Fiddlesticks', ""Kai'Sa"", 'Rell', 'Riven', 'Yone')",0,5,5
"('Camille', 'Draven', 'LeBlanc', 'Rumble', 'Viego')",0,5,5
"('Ashe', 'Hwei', 'Lee Sin', 'Rell', 'Rumble')",5,0,5
"('Bard', 'Skarner', 'Syndra', 'Talon', 'Ziggs')",0,5,5
"('Corki', 'Fiddlesticks', 'Rumble', 'Skarner', 'Yone')",5,0,5
"('Fiddlesticks', 'Galio', 'Rakan', 'Tryndamere', 'Varus')",5,0,5
"('Galio', 'Leona', 'Master Yi', 'Twisted Fate', 'Zeri')",5,0,5
"('Hwei', 'Jinx', ""K'Sante"", 'Nautilus', 'Taliyah')",0,5,5
"('Camille', 'Corki', 'Nidalee', 'Rumble', 'Varus')",0,5,5
"('Blitzcrank', 'Diana', 'Jinx', 'Skarner', 'Twisted Fate')",5,0,5
"('Hwei', ""K'Sante"", 'Senna', 'Viego', 'Zac')",5,0,5
"('Cassiopeia', 'Jax', 'Jinx', 'Lee Sin', 'Thresh')",5,0,5
"('Corki', ""Rek'Sai"", 'Rumble', 'Smolder', 'Zed')",0,5,5
"('Aurelion Sol', 'Graves', 'Rumble', 'Seraphine', 'Varus')",5,0,5
"(""Kai'Sa"", 'LeBlanc', 'Rakan', ""Rek'Sai"", 'Renekton')",5,0,5
"('Graves', 'Jax', 'LeBlanc', 'Leona', 'Varus')",0,5,5
"('Irelia', ""Kai'Sa"", 'Shen', 'Vex', 'Viego')",5,0,5
"('Ashe', 'Kennen', 'Nautilus', 'Nidalee', 'Tristana')",5,0,5
"('Gwen', 'Rakan', 'Skarner', 'Tristana', 'Zeri')",5,0,5
"('Ashe', 'Ivern', 'Riven', 'Rumble', 'Varus')",5,0,5
"('Ahri', 'Jinx', 'Nautilus', 'Riven', 'Viego')",5,0,5
"('Aphelios', 'LeBlanc', 'Nautilus', 'Pantheon', 'Rumble')",5,0,5
"('Gragas', ""Kai'Sa"", 'Nautilus', 'Renekton', 'Yasuo')",5,0,5
"('Cassiopeia', 'Katarina', 'Leona', 'Tristana', 'Viego')",5,0,5
"('Ahri', 'Cassiopeia', 'Galio', 'Jax', 'Xin Zhao')",5,0,5
"('Braum', 'Cassiopeia', 'Ezreal', 'Lee Sin', 'Rumble')",0,5,5
"('Cassiopeia', 'Corki', 'Graves', ""Kai'Sa"", 'Nautilus')",5,0,5
"('Gragas', ""Kai'Sa"", 'Nautilus', 'Tristana', 'Viego')",4,1,5
"(""Kai'Sa"", 'Nasus', 'Orianna', 'Rell', 'Viego')",5,0,5
"('Azir', 'Camille', 'Draven', 'Pantheon', 'Skarner')",0,5,5
"('Gragas', 'Hwei', 'Jax', ""Kai'Sa"", 'Pantheon')",0,5,5
"('Corki', 'Hwei', 'Pantheon', 'Rumble', 'Seraphine')",5,0,5
"('Hecarim', 'Jinx', 'Poppy', 'Syndra', 'Zac')",5,0,5
"('Camille', ""Kai'Sa"", 'LeBlanc', 'Nautilus', 'Viego')",4,1,5
"('Diana', 'Hecarim', 'Nilah', 'Poppy', 'Thresh')",5,0,5
"('Ezreal', 'Galio', 'Kindred', 'Rell', 'Twisted Fate')",5,0,5
"('Corki', 'Jinx', 'Lulu', 'Maokai', 'Skarner')",5,0,5
"('Jayce', ""K'Sante"", ""Kai'Sa"", 'Lillia', 'Nautilus')",0,5,5
"('Ashe', 'Braum', 'LeBlanc', 'Skarner', 'Vi')",5,0,5
"('Aurelion Sol', 'Braum', 'Taliyah', 'Varus', 'Vayne')",0,5,5
"('Corki', 'Nidalee', 'Thresh', 'Tryndamere', 'Zeri')",5,0,5
"('Caitlyn', 'Cassiopeia', 'Rell', 'Tristana', 'Xin Zhao')",5,0,5
"('Darius', ""Kai'Sa"", 'Rell', 'Udyr', ""Vel'Koz"")",5,0,5
"('Ahri', 'Corki', 'Pantheon', 'Rell', 'Skarner')",0,5,5
"('Lillia', 'Nautilus', 'Rengar', 'Tristana', 'Zeri')",0,5,5
"('Graves', ""K'Sante"", 'Nautilus', 'Syndra', 'Varus')",5,0,5
"('Gragas', 'Graves', ""Kai'Sa"", 'Kled', 'Nautilus')",0,5,5
"('Cassiopeia', 'Graves', 'Hwei', 'Nautilus', 'Varus')",5,0,5
"('Camille', 'Hwei', ""Kai'Sa"", ""Rek'Sai"", 'Twisted Fate')",5,0,5
"('Hwei', 'Illaoi', ""Kai'Sa"", 'Lee Sin', 'Nautilus')",0,5,5
"('Aphelios', 'Jax', 'Nidalee', 'Seraphine', 'Yasuo')",0,5,5
"('Camille', ""Kai'Sa"", 'Nidalee', 'Rell', 'Tristana')",3,2,5
"('Jax', 'LeBlanc', 'Lucian', 'Nami', 'Viego')",5,0,5
"(""K'Sante"", 'Nidalee', 'Rell', 'Varus', 'Yasuo')",0,5,5
"('Corki', 'Dr. Mundo', 'Lillia', 'Malphite', 'Nautilus')",0,5,5
"('Draven', 'Graves', 'Poppy', 'Riven', 'Sylas')",0,5,5
"('Ashe', 'Corki', 'Jax', 'Nautilus', 'Taliyah')",5,0,5
"('Cassiopeia', ""Kai'Sa"", 'Kindred', 'Pantheon', 'Rell')",0,5,5
"('Aphelios', 'Hecarim', 'Hwei', ""K'Sante"", 'Rakan')",5,0,5
"('Akshan', 'Nautilus', 'Riven', 'Sivir', 'Taliyah')",5,0,5
"('Ashe', 'Brand', 'Cassiopeia', 'Corki', 'Rell')",0,5,5
"('Gwen', 'Hwei', ""Rek'Sai"", 'Rell', 'Varus')",5,0,5
"('Gwen', 'Poppy', 'Seraphine', 'Tristana', 'Xin Zhao')",5,0,5
"('Graves', 'Lux', 'Rakan', 'Rumble', 'Varus')",0,5,5
"(""Kai'Sa"", 'Neeko', 'Nidalee', 'Poppy', 'Tristana')",0,5,5
"('Brand', 'Hecarim', ""Kai'Sa"", 'Leona', 'Vayne')",5,0,5
"('Gragas', 'Jinx', ""Rek'Sai"", 'Thresh', 'Twisted Fate')",5,0,5
"('Jax', 'Kindred', 'Nautilus', 'Orianna', ""Vel'Koz"")",5,0,5
"('Ahri', 'Ashe', 'Braum', 'Renekton', 'Vi')",5,0,5
"('Caitlyn', 'Gnar', 'Hecarim', 'Rakan', 'Taliyah')",0,5,5
"('Ashe', 'Blitzcrank', 'Gnar', 'Poppy', 'Taliyah')",5,0,5
"('Corki', ""Kai'Sa"", 'Lillia', 'Sett', 'Zac')",5,0,5
"('Ashe', 'Jax', 'Nautilus', 'Nidalee', 'Tristana')",0,5,5
"('Camille', 'Hwei', 'Karthus', 'Lucian', 'Nautilus')",0,5,5
"('Brand', ""Kai'Sa"", 'Pyke', 'Skarner', 'Tristana')",5,0,5
"('Ahri', 'Nidalee', 'Pantheon', 'Rell', 'Varus')",0,5,5
"('Bard', 'Jhin', 'Mordekaiser', 'Sylas', 'Viego')",0,5,5
"('Akali', 'Corki', 'Rakan', 'Taliyah', 'Vayne')",5,0,5
"('Corki', ""Kog'Maw"", 'Maokai', 'Senna', 'Zac')",0,5,5
"('Rell', 'Samira', 'Taliyah', 'Talon', 'Zac')",0,5,5
"('Alistar', 'Aphelios', 'Camille', 'Nidalee', 'Yasuo')",5,0,5
"('Jax', 'Jayce', 'Rakan', 'Rumble', 'Zeri')",0,5,5
"('Corki', ""Kai'Sa"", 'Nidalee', 'Rell', 'Twisted Fate')",4,1,5
"('Aatrox', 'Hwei', ""Kai'Sa"", 'Lee Sin', 'Pyke')",5,0,5
"('Dr. Mundo', 'Graves', 'Kalista', 'Kassadin', 'Renata Glasc')",0,5,5
"('Cassiopeia', 'Poppy', 'Tristana', 'Twitch', 'Zac')",5,0,5
"('Galio', 'Graves', 'Kalista', 'Rumble', 'Twisted Fate')",0,5,5
"('Brand', 'Jinx', 'Lux', 'Skarner', 'Zed')",0,5,5
"('Bard', 'Rumble', 'Tristana', 'Zac', 'Zeri')",5,0,5
"('Blitzcrank', 'Draven', 'Jax', 'LeBlanc', 'Taliyah')",0,5,5
"('Blitzcrank', 'Cassiopeia', ""Kai'Sa"", 'Poppy', 'Tristana')",5,0,5
"('Alistar', 'Darius', 'Twitch', 'Yasuo', 'Zyra')",5,0,5
"('Nautilus', 'Skarner', 'Varus', 'Yone', 'Zac')",5,0,5
"('Draven', 'Karthus', 'Pyke', 'Shen', 'Tristana')",0,5,5
"('Ashe', 'Blitzcrank', 'Ekko', 'Jax', 'Tristana')",5,0,5
"('Akali', 'Alistar', 'Graves', ""Kai'Sa"", 'Malphite')",5,0,5
"('Akali', 'Braum', 'Jinx', 'Malphite', 'Skarner')",5,0,5
"('Kennen', 'Nautilus', 'Orianna', 'Samira', 'Shaco')",0,5,5
"('Draven', 'Irelia', 'Ivern', 'Rell', 'Rumble')",5,0,5
"('Blitzcrank', ""Kai'Sa"", 'Nidalee', 'Orianna', 'Urgot')",5,0,5
"('Bard', 'Camille', 'Jhin', 'LeBlanc', 'Lee Sin')",0,5,5
"('Corki', 'Draven', 'Skarner', 'Thresh', 'Zac')",0,5,5
"('Hwei', 'Lee Sin', 'Rell', 'Rumble', 'Varus')",0,5,5
"('Draven', ""Kai'Sa"", 'Rell', 'Skarner', 'Taliyah')",5,0,5
"('Camille', 'Jayce', 'Lillia', 'Varus', 'Zac')",5,0,5
"('Aurelion Sol', ""Kha'Zix"", 'Lucian', 'Nami', 'Rumble')",5,0,5
"('Nautilus', 'Pantheon', 'Taliyah', 'Tryndamere', 'Varus')",5,0,5
"('Ashe', 'Rumble', 'Seraphine', 'Tristana', 'Vi')",0,5,5
"(""Kai'Sa"", 'Nidalee', 'Rakan', 'Vayne', 'Zac')",5,0,5
"('Aphelios', 'Hwei', 'Lee Sin', 'Rakan', 'Skarner')",0,5,5
"('Ivern', ""Kai'Sa"", 'Nautilus', 'Skarner', 'Zac')",0,5,5
"('Ashe', 'Ekko', 'Pantheon', 'Rumble', 'Skarner')",5,0,5
"('Ivern', 'Jayce', 'Pyke', 'Yone', 'Ziggs')",5,0,5
"('Fiddlesticks', 'Jayce', ""Kai'Sa"", 'Nautilus', 'Skarner')",0,5,5
"('Alistar', 'Camille', 'Elise', ""Kai'Sa"", 'Skarner')",5,0,5
"('Ahri', 'Braum', 'Ezreal', 'Gnar', 'Graves')",5,0,5
"(""Kog'Maw"", 'Lulu', 'Poppy', 'Renekton', 'Zac')",5,0,5
"('Brand', 'Corki', 'Nautilus', 'Tristana', 'Twisted Fate')",0,5,5
"('Lillia', 'Maokai', 'Senna', 'Skarner', 'Twisted Fate')",5,0,5
"('Draven', 'Sett', 'Sion', 'Viego', 'Zac')",0,5,5
"(""Kai'Sa"", 'Skarner', 'Taliyah', 'Yone', 'Zed')",0,5,5
"('Graves', ""Kai'Sa"", 'Nautilus', 'Sion', 'Syndra')",5,0,5
"('Graves', 'Jax', 'Jhin', 'LeBlanc', 'Seraphine')",0,5,5
"('Jax', 'Jhin', 'Katarina', 'Rumble', 'Viego')",0,5,5
"('Blitzcrank', 'Galio', ""Kog'Maw"", 'Nocturne', 'Viego')",5,0,5
"('Aatrox', 'Lillia', 'Nautilus', 'Twitch', 'Yasuo')",0,5,5
"('Camille', 'Ivern', ""Kai'Sa"", 'Taric', 'Tristana')",0,5,5
"('Corki', 'Nautilus', 'Twisted Fate', 'Zac', 'Zeri')",0,5,5
"('Graves', 'LeBlanc', 'Lucian', 'Nami', 'Skarner')",5,0,5
"('Azir', 'Graves', ""K'Sante"", 'Kalista', 'Nautilus')",4,1,5
"('Camille', 'Nautilus', 'Nidalee', 'Yasuo', 'Zeri')",0,5,5
"('Ashe', 'Galio', 'Gnar', 'Kindred', 'Nautilus')",5,0,5
"('Corki', ""Kai'Sa"", 'Lee Sin', 'Rell', 'Rumble')",0,5,5
"('Blitzcrank', 'Lucian', 'Lux', 'Nunu & Willump', 'Rengar')",5,0,5
"('Karthus', 'Nautilus', 'Shen', 'Tristana', 'Zeri')",5,0,5
"('Corki', 'Jax', 'Nidalee', 'Rakan', 'Zeri')",0,5,5
"('Jax', 'Nautilus', 'Taliyah', 'Varus', 'Yone')",5,0,5
"('Jax', ""Kai'Sa"", 'Pyke', 'Taliyah', 'Yone')",5,0,5
"(""Kai'Sa"", 'Kennen', 'Leona', 'Talon', 'Yasuo')",0,5,5
"('Akali', 'Ashe', 'Braum', 'Syndra', 'Xin Zhao')",0,5,5
"('Brand', 'Jhin', 'Nautilus', 'Skarner', 'Tristana')",5,0,5
"('Darius', 'Rakan', 'Skarner', 'Tristana', 'Twisted Fate')",5,0,5
"('Azir', 'Lee Sin', 'Rell', 'Skarner', 'Varus')",0,5,5
"('Gnar', 'Hecarim', ""Kai'Sa"", 'Lissandra', 'Nautilus')",5,0,5
"('Caitlyn', 'Jayce', 'Karma', 'Ryze', 'Skarner')",5,0,5
"('Lucian', 'Master Yi', 'Nautilus', 'Riven', 'Rumble')",0,5,5
"('Camille', 'Renekton', 'Udyr', 'Varus', 'Vex')",5,0,5
"('Brand', 'Jax', 'Jinx', 'Nautilus', 'Tristana')",0,5,5
"('Ahri', 'Kennen', 'Nautilus', ""Rek'Sai"", 'Zeri')",0,5,5
"('Diana', 'Kalista', ""Kha'Zix"", 'Rell', 'Skarner')",0,5,5
"('Akali', 'Kindred', 'Nautilus', 'Nocturne', 'Senna')",5,0,5
"('Ahri', 'Hecarim', 'Jinx', 'Rell', 'Rumble')",5,0,5
"('Gragas', ""Kai'Sa"", 'Nocturne', 'Rell', 'Tristana')",5,0,5
"('Kindred', 'LeBlanc', 'Ornn', 'Senna', 'Warwick')",5,0,5
"('Ashe', 'Gragas', ""K'Sante"", 'Seraphine', 'Yasuo')",5,0,5
"('Ashe', 'Braum', 'Ryze', 'Viego', 'Xerath')",5,0,5
"('LeBlanc', 'Nautilus', 'Rumble', 'Smolder', 'Viego')",5,0,5
"('Corki', 'Pyke', 'Viego', 'Viktor', 'Warwick')",5,0,5
"('Ashe', 'Jayce', 'LeBlanc', 'Skarner', 'Taliyah')",5,0,5
"('Akshan', ""Kai'Sa"", 'Karthus', 'Nautilus', 'Rumble')",0,5,5
"('Ahri', 'Graves', 'Jax', 'Jinx', 'Thresh')",5,0,5
"('Nautilus', 'Nidalee', 'Smolder', 'Tryndamere', 'Zac')",0,5,5
"('Aurelion Sol', 'Ezreal', 'Hwei', 'Jax', 'Master Yi')",0,5,5
"('Ashe', 'Braum', 'Jax', 'Lee Sin', 'Vex')",5,0,5
"('Braum', 'Katarina', 'Skarner', 'Zeri', 'Zyra')",5,0,5
"('Jhin', 'Kennen', 'Nocturne', 'Pantheon', 'Zilean')",5,0,5
"(""K'Sante"", 'Nautilus', 'Nidalee', 'Senna', 'Yone')",5,0,5
"('Ashe', 'Braum', 'Camille', 'Hecarim', 'Hwei')",5,0,5
"('Ashe', 'Braum', 'Graves', 'Hwei', 'Renekton')",5,0,5
"('Ashe', 'Camille', 'Jax', 'Rengar', 'Ziggs')",5,0,5
"('LeBlanc', 'Lee Sin', 'Rell', 'Twisted Fate', 'Zeri')",0,5,5
"('Graves', 'Katarina', 'Poppy', 'Rakan', 'Sivir')",5,0,5
"('Brand', 'Nautilus', 'Renekton', 'Senna', 'Yone')",5,0,5
"('Jax', 'Jhin', 'Rakan', ""Rek'Sai"", 'Twisted Fate')",5,0,5
"('Aurelion Sol', 'Jinx', 'Lee Sin', 'Rumble', 'Thresh')",3,2,5
"('Alistar', 'Corki', ""Kai'Sa"", 'Rumble', 'Viego')",5,0,5
"('Gragas', 'Graves', 'Hwei', ""Kai'Sa"", 'Nautilus')",5,0,5
"('Lillia', 'Rell', 'Samira', 'Skarner', 'Tristana')",0,5,5
"('Ashe', 'Gwen', 'Katarina', 'Sejuani', 'Thresh')",5,0,5
"('Darius', ""Kai'Sa"", 'Nautilus', 'Pyke', 'Taliyah')",0,5,5
"('Hwei', 'Jinx', 'Master Yi', 'Skarner', 'Thresh')",0,5,5
"('Camille', ""Kai'Sa"", 'Rell', 'Taliyah', 'Tristana')",0,5,5
"('Ashe', 'Camille', 'Katarina', 'Taliyah', 'Zeri')",5,0,5
"('Aatrox', 'Corki', 'Diana', 'Nautilus', 'Viego')",0,5,5
"('Braum', 'Katarina', 'Nidalee', 'Pantheon', 'Zeri')",5,0,5
"('Caitlyn', ""K'Sante"", 'Neeko', 'Twisted Fate', 'Viego')",5,0,5
"('Camille', 'Kalista', 'Skarner', 'Taliyah', 'Tristana')",0,5,5
"('Graves', 'Kennen', 'Leona', 'Yone', 'Ziggs')",0,5,5
"('Ashe', 'Diana', 'Rumble', 'Skarner', 'Viego')",5,0,5
"('Fiora', 'Hwei', 'Rakan', 'Viego', 'Zeri')",4,1,5
"('Corki', 'Jax', 'Karma', 'Poppy', ""Vel'Koz"")",5,0,5
"('Irelia', 'Kennen', 'Lee Sin', 'Lucian', 'Nami')",1,4,5
"('Akali', 'Ashe', 'Braum', 'Jax', 'Skarner')",5,0,5
"('Jax', ""Kai'Sa"", 'Nami', 'Taliyah', 'Tristana')",5,0,5
"('Ashe', 'Graves', 'Hwei', 'Poppy', 'Rell')",0,5,5
"('Kalista', 'Neeko', 'Nidalee', 'Renekton', 'Yone')",0,5,5
"('Ezreal', 'Jax', ""K'Sante"", 'Katarina', 'Seraphine')",5,0,5
"(""Kai'Sa"", 'Lillia', 'Rell', 'Renekton', 'Yone')",5,0,5
"('Aatrox', ""Kai'Sa"", 'Nautilus', 'Taliyah', 'Zac')",0,5,5
"('Ashe', 'Corki', 'Illaoi', 'LeBlanc', 'Rammus')",0,5,5
"('Aurelion Sol', 'Braum', 'Graves', ""Kog'Maw"", 'Nasus')",5,0,5
"('Jayce', ""Kai'Sa"", 'Maokai', 'Rakan', 'Tristana')",5,0,5
"('Akshan', 'Corki', 'Leona', 'Nidalee', 'Vayne')",0,5,5
"('Brand', 'Jax', 'Lucian', 'Nami', 'Xin Zhao')",5,0,5
"('Hwei', 'Jinx', 'Seraphine', 'Skarner', 'Vi')",0,5,5
"('Darius', 'Maokai', 'Pantheon', 'Senna', 'Talon')",5,0,5
"(""Kai'Sa"", 'Rell', 'Rengar', 'Riven', 'Twisted Fate')",0,5,5
"('Caitlyn', 'Kennen', ""Rek'Sai"", 'Rumble', 'Taliyah')",5,0,5
"('Caitlyn', 'Karma', 'Malzahar', 'Skarner', 'Viego')",0,5,5
"('Hwei', 'Rell', 'Rumble', 'Talon', 'Zeri')",5,0,5
"('Jax', ""Kai'Sa"", 'Poppy', 'Taliyah', 'Yone')",0,5,5
"('Jax', 'Nautilus', 'Nunu & Willump', 'Shen', 'Tristana')",0,5,5
"('Camille', 'Kindred', 'LeBlanc', 'Lucian', 'Nami')",5,0,5
"('Hwei', 'Jinx', 'Kennen', 'Kindred', 'Thresh')",0,5,5
"('Camille', 'Galio', 'Gwen', 'Lee Sin', 'Zeri')",5,0,5
"('Brand', 'Jinx', 'Nautilus', 'Tristana', 'Twisted Fate')",5,0,5
"('Alistar', 'Rumble', 'Yone', 'Zac', 'Zeri')",5,0,5
"('Caitlyn', 'Orianna', 'Pyke', 'Udyr', 'Viego')",0,5,5
"('Ashe', 'Kennen', 'Seraphine', 'Twisted Fate', 'Viego')",3,2,5
"('Ashe', 'Rell', 'Taliyah', 'Twisted Fate', 'Viego')",5,0,5
"('Jax', 'Nidalee', 'Rakan', 'Tristana', 'Zeri')",3,2,5
"('Ashe', 'Jax', 'Katarina', 'Seraphine', 'Viego')",0,5,5
"(""Bel'Veth"", 'Galio', 'Nautilus', 'Samira', 'Skarner')",5,0,5
"('Blitzcrank', 'Graves', 'Orianna', 'Rumble', 'Sivir')",5,0,5
"('Hwei', 'Rakan', 'Ryze', 'Viego', 'Zeri')",0,5,5
"('Graves', 'Jax', ""Kai'Sa"", 'Nautilus', 'Twisted Fate')",4,1,5
"('Jax', 'Leona', 'Nidalee', 'Tristana', 'Varus')",5,0,5
"('Aatrox', 'Hwei', 'Nilah', 'Rell', 'Zac')",0,5,5
"('Jayce', ""Kai'Sa"", 'Kennen', 'Skarner', 'Talon')",0,5,5
"('Caitlyn', 'Cassiopeia', 'Pyke', 'Viego', 'Xin Zhao')",0,5,5
"('Aphelios', 'Darius', 'Kindred', 'Rell', 'Twisted Fate')",1,4,5
"('Alistar', 'Irelia', 'Jhin', 'Renekton', 'Taliyah')",5,0,5
"('Azir', 'Caitlyn', 'Hwei', 'Nasus', 'Poppy')",0,5,5
"(""Kai'Sa"", 'Katarina', 'Kennen', 'Leona', 'Viego')",0,5,5
"('Brand', 'Camille', 'Corki', 'Renekton', 'Zeri')",5,0,5
"('Caitlyn', 'Orianna', 'Twisted Fate', 'Viego', 'Zac')",0,5,5
"('Akshan', 'Caitlyn', 'Pantheon', 'Poppy', 'Seraphine')",5,0,5
"('Caitlyn', 'Camille', 'Orianna', 'Poppy', 'Shaco')",5,0,5
"('Caitlyn', 'Karma', 'Poppy', 'Sejuani', 'Warwick')",0,5,5
"('Alistar', 'Hwei', 'Skarner', 'Varus', 'Viego')",5,0,5
"('Ashe', 'Braum', 'Hwei', ""Rek'Sai"", 'Rumble')",0,5,5
"('Ashe', ""K'Sante"", 'Lee Sin', 'Lillia', 'Nautilus')",5,0,5
"('Hwei', 'Jax', 'Rell', 'Vayne', 'Viego')",0,5,5
"('Caitlyn', 'Ekko', 'Kled', 'Nautilus', 'Nidalee')",0,5,5
"('Caitlyn', 'Camille', 'Hwei', 'Pantheon', 'Pyke')",5,0,5
"('Irelia', ""Kai'Sa"", 'Nidalee', 'Rell', 'Sion')",0,5,5
"('Caitlyn', 'Lissandra', 'Lux', 'Nunu & Willump', 'Tryndamere')",5,0,5
"('Ezreal', 'Karma', 'LeBlanc', 'Skarner', 'Talon')",5,0,5
"(""Kai'Sa"", 'Nautilus', 'Nidalee', 'Rumble', 'Yone')",5,0,5
"(""K'Sante"", 'Nidalee', 'Skarner', 'Tristana', 'Varus')",5,0,5
"('Azir', 'Graves', 'Lucian', 'Rell', 'Rumble')",5,0,5
"('Blitzcrank', 'Gragas', 'Pantheon', 'Sivir', 'Twisted Fate')",5,0,5
"('Blitzcrank', 'Caitlyn', 'Galio', 'Orianna', 'Rengar')",0,5,5
"('Graves', 'Hwei', 'Olaf', 'Rakan', 'Zeri')",5,0,5
"('Hwei', 'Jayce', 'Jinx', ""Kha'Zix"", 'Thresh')",5,0,5
"('Braum', 'Cassiopeia', 'Jinx', 'Lillia', 'Tristana')",5,0,5
"('Galio', 'Graves', 'Leona', 'Udyr', 'Varus')",0,5,5
"('Caitlyn', 'Jayce', 'Lillia', 'Nautilus', 'Yone')",5,0,5
"('Ivern', ""Kai'Sa"", 'Nautilus', 'Renekton', 'Tristana')",0,5,5
"('Jinx', 'Nautilus', 'Rumble', 'Shen', 'Zed')",5,0,5
"('Corki', 'Hwei', 'Pyke', 'Twisted Fate', 'Vi')",0,5,5
"('Graves', ""Kai'Sa"", 'Neeko', 'Pantheon', 'Rell')",0,5,5
"('Aatrox', 'Hwei', ""Kai'Sa"", 'Lee Sin', 'Nautilus')",2,3,5
"('Camille', 'Galio', ""Kai'Sa"", 'Nidalee', 'Tristana')",5,0,5
"('Diana', ""Kai'Sa"", 'Rell', 'Skarner', 'Yasuo')",5,0,5
"('Ashe', 'Graves', 'Rumble', 'Skarner', 'Twisted Fate')",0,5,5
"('Alistar', 'Ashe', 'Aurelion Sol', 'Rengar', 'Rumble')",5,0,5
"('Aphelios', 'Lucian', 'Rell', 'Rumble', 'Shaco')",0,5,5
"('Ashe', 'Gragas', 'Seraphine', 'Twisted Fate', 'Zed')",0,5,5
"('Corki', 'Karthus', 'Nautilus', 'Smolder', 'Twisted Fate')",5,0,5
"('Diana', 'Jhin', 'Leona', 'Master Yi', 'Vladimir')",0,5,5
"('Cassiopeia', 'Draven', 'Nautilus', 'Twisted Fate', 'Viego')",0,5,5
"('Darius', ""Kai'Sa"", 'Rakan', 'Shaco', 'Syndra')",5,0,5
"('Braum', 'Jinx', 'Lillia', 'Qiyana', 'Skarner')",5,0,5
"('Ashe', 'Hwei', 'Pantheon', 'Rell', 'Shaco')",0,5,5
"('Alistar', 'Katarina', 'Rumble', 'Viego', 'Zeri')",5,0,5
"('Aphelios', 'Blitzcrank', 'Taliyah', 'Tristana', 'Twisted Fate')",0,5,5
"('Pyke', 'Volibear', 'Yone', 'Zac', 'Zeri')",0,5,5
"('Ekko', 'Jax', 'Lulu', 'Twisted Fate', 'Zeri')",5,0,5
"('Irelia', 'Master Yi', 'Rell', 'Skarner', 'Zeri')",5,0,5
"('Ashe', 'Hecarim', 'Kennen', 'Rumble', 'Zed')",0,5,5
"('Ashe', 'Nautilus', 'Nidalee', 'Renekton', 'Tristana')",0,5,5
"('Alistar', ""K'Sante"", 'LeBlanc', 'Varus', 'Viego')",5,0,5
"('Graves', 'Jax', 'Leona', 'Twisted Fate', 'Ziggs')",0,5,5
"('Alistar', 'Jayce', 'Nocturne', 'Taliyah', 'Varus')",5,0,5
"('Jhin', 'Katarina', 'Leona', 'Renekton', 'Viego')",0,5,5
"('Hwei', 'Jayce', 'Senna', 'Seraphine', 'Xin Zhao')",5,0,5
