Combination,Wins,Losses,Total Games
"('Draven', 'Lux', 'Nautilus', 'Taliyah', 'Volibear')",3,0,3
"(""Kai'Sa"", 'Nautilus', 'Pantheon', 'Rumble', 'Sion')",0,3,3
"('Gragas', 'Poppy', 'Rakan', 'Tristana', 'Zeri')",3,0,3
"('Aatrox', 'Hwei', 'Leona', 'Pantheon', 'Smolder')",0,3,3
"('Ashe', 'Braum', 'Jax', 'Sylas', 'Viego')",3,0,3
"(""Kai'Sa"", 'Nautilus', 'Qiyana', 'Skarner', 'Taliyah')",3,0,3
"('Brand', 'Jayce', 'Nautilus', 'Tristana', 'Varus')",3,0,3
"('Caitlyn', 'Mordekaiser', 'Rell', 'Tristana', 'Udyr')",0,3,3
"('Nidalee', 'Rakan', 'Skarner', 'Viego', 'Zeri')",0,3,3
"('Camille', 'Jinx', 'Nautilus', 'Nidalee', 'Tristana')",3,0,3
"('Ahri', 'Alistar', 'Gangplank', ""Kai'Sa"", 'Nunu & Willump')",3,0,3
"('Caitlyn', 'Hwei', 'Nautilus', 'Rumble', 'Vayne')",3,0,3
"('Jax', 'Jayce', 'Jhin', 'Nautilus', 'Taliyah')",3,0,3
"('Hwei', 'Jax', 'Rakan', 'Twitch', 'Viego')",3,0,3
"('Ashe', 'Braum', 'Corki', 'Taliyah', 'Zac')",3,0,3
"('Fiddlesticks', 'Jax', 'Jhin', 'Neeko', 'Tristana')",3,0,3
"('Fiddlesticks', 'Fiora', 'Jhin', 'Yone', 'Zoe')",3,0,3
"('Corki', 'Hwei', 'Irelia', 'Nautilus', 'Talon')",0,3,3
"('Jayce', 'Kindred', 'Leona', 'Syndra', 'Varus')",3,0,3
"('Blitzcrank', ""Kai'Sa"", 'LeBlanc', 'Nidalee', 'Riven')",3,0,3
"(""Kai'Sa"", 'LeBlanc', 'Lee Sin', 'Seraphine', 'Twisted Fate')",3,0,3
"('Cassiopeia', 'Jinx', 'Pantheon', 'Taliyah', 'Thresh')",0,3,3
"('Akshan', 'Alistar', ""Kai'Sa"", 'Pantheon', 'Shen')",3,0,3
"('Akshan', 'Graves', 'Neeko', 'Senna', 'Varus')",0,3,3
"('Graves', 'Hwei', 'Jinx', 'LeBlanc', 'Poppy')",0,3,3
"('Nautilus', 'Pantheon', 'Rumble', 'Syndra', 'Varus')",3,0,3
"('Cassiopeia', 'Jayce', ""Kai'Sa"", 'Pantheon', 'Sona')",0,3,3
"('Alistar', 'Graves', 'Samira', 'Twisted Fate', 'Zoe')",0,3,3
"('Corki', 'Jayce', 'Lillia', 'Poppy', 'Rumble')",0,3,3
"('Aatrox', 'Ashe', 'Hwei', 'Pantheon', 'Rell')",0,3,3
"('Alistar', 'Jax', 'Karthus', 'Riven', 'Zeri')",0,3,3
"('Nautilus', 'Pantheon', 'Samira', 'Skarner', 'Taliyah')",0,3,3
"('Camille', 'Miss Fortune', 'Pantheon', 'Rell', 'Sylas')",0,3,3
"('Ahri', 'Camille', ""Kai'Sa"", 'Rakan', 'Vi')",0,3,3
"('Ashe', 'Lulu', 'Rumble', 'Twisted Fate', 'Viego')",3,0,3
"('Akali', 'Draven', 'Nunu & Willump', 'Rakan', 'Twisted Fate')",3,0,3
"('Nidalee', 'Pyke', 'Qiyana', 'Samira', 'Sylas')",3,0,3
"('Hwei', 'Lux', 'Pantheon', 'Twisted Fate', 'Zeri')",3,0,3
"('Ahri', 'Nidalee', 'Rell', 'Samira', 'Twisted Fate')",3,0,3
"('Jax', 'Kalista', 'Pantheon', 'Renata Glasc', 'Yasuo')",3,0,3
"('Ezreal', 'Graves', 'Hwei', 'Neeko', 'Zac')",3,0,3
"('Caitlyn', 'Jayce', 'Lillia', 'Lux', 'Vladimir')",0,3,3
"('Aatrox', ""Kai'Sa"", 'Pantheon', 'Rell', 'Taliyah')",0,3,3
"('Nilah', 'Senna', 'Sylas', 'Viego', 'Yone')",3,0,3
"('Akali', 'Blitzcrank', ""Kai'Sa"", 'Udyr', 'Viego')",0,3,3
"('Jhin', 'Karma', 'Kennen', 'Talon', 'Twisted Fate')",3,0,3
"('Camille', 'Fiora', ""Kai'Sa"", 'Katarina', 'Pantheon')",3,0,3
"('Jax', 'Kalista', 'Renekton', 'Rumble', 'Yone')",0,3,3
"('Lissandra', 'Lulu', 'Pantheon', 'Tristana', 'Twisted Fate')",3,0,3
"('Galio', ""Kai'Sa"", 'Nautilus', 'Pantheon', 'Vayne')",0,3,3
"('Evelynn', 'Jhin', 'Pyke', 'Twisted Fate', 'Viego')",3,0,3
"('Jax', ""Kai'Sa"", 'Rell', 'Tryndamere', 'Twisted Fate')",3,0,3
"('Blitzcrank', 'Jayce', 'Jinx', ""K'Sante"", 'Lillia')",3,0,3
"('Fiddlesticks', 'Jayce', 'Nautilus', 'Senna', 'Twisted Fate')",0,3,3
"('Camille', 'Hwei', 'Rakan', 'Viego', 'Zeri')",2,1,3
"('Kalista', 'Rell', 'Rumble', 'Taliyah', 'Viego')",3,0,3
"('Galio', ""Kai'Sa"", 'Nautilus', 'Pantheon', 'Renekton')",3,0,3
"('Graves', 'Jhin', 'Nautilus', 'Nidalee', 'Tristana')",0,3,3
"('Corki', 'Graves', 'Hwei', 'Jayce', 'Nautilus')",0,3,3
"('Aphelios', 'Corki', 'Kindred', 'Rumble', 'Thresh')",3,0,3
"('Draven', 'Kindred', 'LeBlanc', 'Renata Glasc', 'Twisted Fate')",0,3,3
"('Draven', 'Irelia', 'Maokai', 'Pyke', 'Twisted Fate')",3,0,3
"('Gragas', 'Katarina', 'Kindred', 'Nilah', 'Senna')",0,3,3
"('Camille', 'Hwei', 'Lee Sin', 'Ryze', 'Tristana')",3,0,3
"('Alistar', 'Hecarim', 'Hwei', ""Kai'Sa"", 'Rumble')",3,0,3
"('Hwei', 'Irelia', 'Nautilus', 'Senna', 'Viego')",3,0,3
"('Graves', ""Kai'Sa"", 'Kennen', 'LeBlanc', 'Rell')",0,3,3
"('Draven', 'Graves', 'Jax', 'Nunu & Willump', 'Rell')",3,0,3
"('Akshan', 'Nidalee', 'Rell', 'Renekton', 'Varus')",3,0,3
"('Ashe', 'Camille', 'Diana', 'Hecarim', 'Thresh')",0,3,3
"('Ivern', 'Pyke', 'Rumble', 'Tristana', 'Zeri')",3,0,3
"('Hwei', ""K'Sante"", 'Nami', 'Rengar', 'Varus')",3,0,3
"('Hwei', 'Irelia', 'Rakan', 'Rengar', 'Varus')",3,0,3
"('Akali', ""Kai'Sa"", 'LeBlanc', 'Nautilus', 'Viego')",0,3,3
"('Corki', 'Kindred', 'Rakan', 'Rumble', 'Taliyah')",3,0,3
"('Akshan', 'Hecarim', 'Hwei', 'Sett', 'Varus')",0,3,3
"('Ashe', 'Kennen', 'LeBlanc', 'Rengar', 'Rumble')",3,0,3
"('Braum', 'Gnar', 'Rumble', 'Talon', 'Varus')",0,3,3
"('Alistar', 'Camille', 'Skarner', 'Twitch', 'Xerath')",0,3,3
"('Gragas', ""Kai'Sa"", 'Katarina', 'Nautilus', 'Taliyah')",3,0,3
"('Gragas', 'Hecarim', ""Kai'Sa"", 'Lux', 'Rell')",3,0,3
"('Camille', 'Corki', 'Fiddlesticks', ""Kai'Sa"", 'Ryze')",0,3,3
"('Gragas', 'Graves', 'Neeko', 'Varus', 'Zoe')",0,3,3
"('Aphelios', 'Hecarim', 'LeBlanc', 'Rell', 'Rumble')",3,0,3
"('Ahri', 'Jhin', 'Kindred', 'Renekton', 'Taliyah')",0,3,3
"('Corki', 'Darius', 'Nautilus', 'Nidalee', 'Zeri')",0,3,3
"('Jinx', 'Nautilus', 'Ryze', 'Taliyah', 'Viego')",0,3,3
"('Akali', 'Hecarim', 'Illaoi', 'Jhin', 'Karma')",3,0,3
"('Hwei', 'Jinx', 'Nidalee', 'Ornn', 'Zilean')",3,0,3
"('Ashe', 'Braum', 'Lee Sin', 'Tristana', 'Udyr')",0,3,3
"('Akali', ""Kai'Sa"", 'Lillia', 'Qiyana', 'Rell')",0,3,3
"('Graves', 'Gwen', 'Hwei', 'Poppy', 'Varus')",0,3,3
"('Azir', 'Camille', ""Kai'Sa"", 'Poppy', 'Skarner')",3,0,3
"('Akali', 'Corki', 'Lee Sin', 'Pyke', 'Skarner')",0,3,3
"('Alistar', 'Nidalee', 'Quinn', 'Tristana', 'Varus')",3,0,3
"('Aatrox', 'Ekko', 'Graves', ""Kai'Sa"", 'Nautilus')",3,0,3
"('Ashe', 'Braum', 'Taliyah', 'Vi', 'Vladimir')",0,3,3
"('Ahri', 'Blitzcrank', 'Renekton', 'Viego', 'Ziggs')",0,3,3
"('Caitlyn', 'Ekko', 'Nautilus', 'Rumble', 'Viego')",3,0,3
"('Draven', 'Graves', 'Skarner', 'Sona', ""Vel'Koz"")",3,0,3
"('Ashe', 'Gnar', 'Nidalee', 'Nunu & Willump', 'Sivir')",3,0,3
"(""K'Sante"", ""Kai'Sa"", 'Rakan', 'Taliyah', 'Viego')",3,0,3
"('Graves', 'Jax', 'Neeko', 'Nilah', 'Senna')",0,3,3
"('Ashe', 'Katarina', 'Pyke', 'Renekton', 'Rengar')",3,0,3
"('Jax', ""Kai'Sa"", 'Sejuani', 'Sion', 'Viktor')",0,3,3
"('Lillia', 'Nautilus', 'Samira', 'Tryndamere', 'Viego')",0,3,3
"('Rakan', 'Skarner', 'Syndra', 'Talon', 'Zeri')",0,3,3
"('Graves', 'Gwen', 'Rakan', 'Twisted Fate', 'Xayah')",0,3,3
"('Kled', 'Lucian', 'Milio', 'Nidalee', 'Yone')",3,0,3
"('Blitzcrank', 'Diana', 'Jinx', 'Kennen', 'Viego')",3,0,3
"('Braum', 'Corki', 'Lillia', 'Rumble', 'Zeri')",3,0,3
"('Corki', 'Jax', 'Orianna', 'Rell', 'Viego')",0,3,3
"('Aurelion Sol', 'Corki', 'Gwen', 'Rengar', 'Skarner')",0,3,3
"('Blitzcrank', 'Kindred', ""Kog'Maw"", 'Rumble', 'Taliyah')",0,3,3
"('Hwei', 'Nautilus', 'Rengar', 'Skarner', 'Varus')",3,0,3
"('Bard', 'Ezreal', 'LeBlanc', 'Skarner', 'Twisted Fate')",0,3,3
"('Akshan', 'Nilah', 'Rumble', 'Thresh', 'Vayne')",3,0,3
"('Heimerdinger', 'Rell', 'Seraphine', 'Tristana', 'Viego')",3,0,3
"('Corki', 'Lillia', 'Lucian', 'Rell', 'Twisted Fate')",0,3,3
"('Nidalee', 'Rell', 'Shen', 'Twisted Fate', 'Zeri')",0,3,3
"('Corki', 'Kennen', 'Orianna', 'Rell', 'Viego')",3,0,3
"('Ashe', 'Galio', 'Hecarim', 'LeBlanc', 'Volibear')",3,0,3
"('Blitzcrank', 'Cassiopeia', 'Darius', ""Kai'Sa"", 'Rengar')",3,0,3
"('Braum', 'Gragas', 'Rengar', 'Rumble', 'Zeri')",3,0,3
"('Akali', 'Ashe', 'Ekko', 'Seraphine', 'Skarner')",3,0,3
"('Aatrox', 'Nautilus', 'Nidalee', 'Varus', 'Viego')",0,3,3
"('Alistar', 'Aurelion Sol', 'Camille', 'Hecarim', 'Smolder')",0,3,3
"('Corki', ""K'Sante"", ""Kai'Sa"", 'Lillia', 'Poppy')",0,3,3
"('Ashe', 'Kennen', 'Neeko', 'Taric', 'Viego')",3,0,3
"('Azir', 'Rakan', 'Renekton', 'Rengar', 'Zeri')",0,3,3
"('Ashe', 'Jinx', ""Rek'Sai"", 'Rumble', 'Yasuo')",0,3,3
"('Ashe', 'Blitzcrank', 'Karthus', 'Twisted Fate', 'Udyr')",3,0,3
"('Nidalee', 'Rell', 'Renekton', 'Samira', 'Vex')",0,3,3
"('Gnar', ""Kha'Zix"", 'Poppy', 'Twisted Fate', 'Xayah')",3,0,3
"('Gragas', 'Neeko', 'Tristana', 'Varus', 'Viego')",0,3,3
"('Aatrox', 'Brand', 'Hwei', 'Lee Sin', 'Rell')",3,0,3
"('Gragas', 'Jinx', 'Nautilus', 'Nunu & Willump', 'Tristana')",0,3,3
"('Ashe', 'Blitzcrank', 'Camille', 'Cassiopeia', 'Lillia')",0,3,3
"('Caitlyn', 'Galio', 'Neeko', ""Rek'Sai"", 'Renekton')",3,0,3
"('Cassiopeia', 'Draven', 'Jayce', 'Karthus', 'Nautilus')",3,0,3
"('Aphelios', 'Corki', 'Heimerdinger', 'Lillia', 'Nautilus')",0,3,3
"('Graves', 'Hwei', 'Kalista', 'Mordekaiser', 'Rakan')",0,3,3
"('Cassiopeia', 'Rakan', 'Shaco', 'Tristana', 'Zeri')",3,0,3
"('Akshan', 'Hecarim', 'Jinx', 'Mordekaiser', 'Poppy')",3,0,3
"('Alistar', 'Diana', ""Kai'Sa"", 'Renekton', 'Viego')",3,0,3
"('Nidalee', 'Rakan', 'Syndra', 'Vayne', 'Zeri')",3,0,3
"('Gragas', 'Jhin', 'Kindred', 'Kled', 'Rumble')",0,3,3
"('Gragas', 'Rumble', 'Sona', 'Viego', 'Zeri')",3,0,3
"('Aurelion Sol', 'Braum', 'Irelia', ""Kai'Sa"", 'Karthus')",0,3,3
"('Galio', 'Hwei', 'Kennen', 'Lucian', 'Viego')",3,0,3
"('Nidalee', 'Qiyana', 'Rumble', 'Varus', 'Yone')",0,3,3
"('Corki', ""Kai'Sa"", 'Nunu & Willump', 'Pyke', 'Skarner')",0,3,3
"('Jhin', 'Nidalee', 'Nocturne', 'Rell', 'Zed')",0,3,3
"('Ahri', ""Kai'Sa"", 'Kennen', 'Lee Sin', 'Nautilus')",3,0,3
"('Cassiopeia', 'Heimerdinger', 'Karthus', 'Nocturne', 'Tristana')",3,0,3
"('Ashe', 'Braum', 'Jayce', 'Nidalee', 'Yone')",3,0,3
"('Gnar', 'Neeko', 'Tristana', 'Viego', 'Xayah')",3,0,3
"('Camille', 'Katarina', 'Talon', 'Urgot', 'Varus')",0,3,3
"('Aurelion Sol', 'Jax', ""Kai'Sa"", 'Poppy', 'Viego')",3,0,3
"('Akshan', 'Fiora', ""Kai'Sa"", 'Nautilus', 'Zac')",3,0,3
"('Kennen', 'Nautilus', 'Nidalee', 'Varus', 'Yone')",0,3,3
"('Akali', 'Karthus', 'Rakan', 'Rengar', 'Twitch')",0,3,3
"('Alistar', 'Jinx', 'Skarner', 'Zac', 'Zoe')",0,3,3
"(""K'Sante"", 'Nautilus', 'Qiyana', 'Samira', 'Taliyah')",3,0,3
"('Ashe', 'Hwei', 'Lee Sin', 'Nautilus', 'Vayne')",0,3,3
"('Kalista', 'Neeko', 'Orianna', 'Pantheon', 'Xin Zhao')",0,3,3
"('Fiddlesticks', 'Gnar', ""Kai'Sa"", 'Nautilus', 'Viego')",3,0,3
"('Jax', 'Kindred', 'Neeko', 'Pyke', 'Ziggs')",0,3,3
"('Bard', 'Hecarim', 'Orianna', 'Rumble', 'Smolder')",3,0,3
"('Hwei', ""K'Sante"", 'Nilah', 'Senna', 'Viego')",3,0,3
"('Akali', 'Hwei', 'Kayn', 'Seraphine', 'Tryndamere')",0,3,3
"('Annie', 'Camille', 'Jax', 'Jinx', 'Viego')",3,0,3
"('Akali', 'Jax', 'Jhin', 'Senna', 'Volibear')",0,3,3
"('Alistar', 'Gragas', 'Twisted Fate', 'Yasuo', 'Zeri')",0,3,3
"('Aphelios', 'Gwen', 'LeBlanc', 'Thresh', 'Vi')",3,0,3
"('Ashe', 'Hwei', 'Lulu', 'Skarner', 'Volibear')",3,0,3
"('Cassiopeia', 'Karthus', 'Sona', 'Tristana', 'Twitch')",0,3,3
"('Camille', 'Rakan', 'Seraphine', 'Skarner', 'Yone')",3,0,3
"('Camille', 'Gwen', 'Rakan', 'Tristana', 'Zeri')",3,0,3
"('Akali', 'Camille', 'Hwei', 'Jax', 'Varus')",0,3,3
"('Camille', 'Jayce', 'Lillia', 'Riven', 'Varus')",3,0,3
"('Graves', 'Jax', 'Karma', 'Orianna', 'Varus')",3,0,3
"('Irelia', 'Lee Sin', 'Rakan', 'Varus', 'Vex')",0,3,3
"('Alistar', 'Fiddlesticks', ""Kai'Sa"", 'Pyke', ""Rek'Sai"")",0,3,3
"('Jhin', 'Nidalee', 'Pyke', 'Skarner', 'Tristana')",3,0,3
"('Ahri', 'Gnar', 'Pantheon', 'Shaco', 'Twitch')",0,3,3
"('Ashe', 'Hecarim', 'Hwei', 'Kled', 'Lulu')",3,0,3
"('Cassiopeia', 'Ezreal', 'Heimerdinger', 'Jax', ""Kha'Zix"")",3,0,3
"('Diana', ""Kai'Sa"", 'Nautilus', 'Skarner', 'Vi')",3,0,3
"('Jhin', 'LeBlanc', 'Lee Sin', 'Rumble', 'Zac')",3,0,3
"('Cassiopeia', ""Kha'Zix"", 'Nautilus', 'Poppy', 'Yasuo')",3,0,3
"('Blitzcrank', 'Gragas', ""Kai'Sa"", 'Kindred', 'Pantheon')",0,3,3
"('Annie', 'Ezreal', 'Jax', 'Rengar', 'Skarner')",3,0,3
"('Camille', 'Lillia', 'Rell', 'Tristana', 'Zed')",3,0,3
"('Leona', 'Renekton', 'Smolder', 'Viego', 'Zoe')",3,0,3
"('Camille', 'Jax', 'Kalista', 'Katarina', 'Viego')",3,0,3
"('Galio', ""Kai'Sa"", 'Rakan', 'Skarner', 'Viego')",3,0,3
"('Akali', 'Aphelios', 'Kindred', 'Seraphine', 'Twisted Fate')",0,3,3
"('Cassiopeia', 'Hecarim', ""Kai'Sa"", 'Skarner', 'Tristana')",0,3,3
"('Ahri', 'LeBlanc', 'Nautilus', 'Rengar', 'Varus')",3,0,3
"('Aatrox', 'Hwei', 'Jax', 'Jinx', 'Pyke')",3,0,3
"('Cassiopeia', 'Ezreal', 'Karma', ""Rek'Sai"", 'Renekton')",3,0,3
"('Hwei', 'Kindred', 'Nautilus', 'Tryndamere', 'Varus')",0,3,3
"('Brand', 'Gragas', 'Hwei', 'Tristana', 'Varus')",0,3,3
"('Alistar', 'Jhin', 'Lillia', 'Skarner', 'Varus')",3,0,3
"('Graves', 'Jinx', 'Neeko', 'Thresh', 'Yone')",3,0,3
"('Alistar', 'Fiddlesticks', 'Jayce', 'Tristana', 'Zeri')",0,3,3
"('Kalista', 'Malphite', 'Thresh', 'Veigar', 'Viego')",0,3,3
"('Aatrox', 'Jinx', 'Orianna', 'Seraphine', 'Viego')",3,0,3
"('Hwei', ""K'Sante"", 'Nilah', 'Poppy', 'Xin Zhao')",0,3,3
"('Jinx', 'Kindred', 'Lissandra', 'Rakan', 'Sylas')",0,3,3
"('Fiora', 'Jinx', 'Nunu & Willump', 'Thresh', 'Tryndamere')",3,0,3
"('Braum', 'Corki', 'Irelia', 'Nidalee', 'Syndra')",3,0,3
"('Aphelios', 'Jarvan IV', 'Kennen', 'Nautilus', 'Pantheon')",3,0,3
"('Kalista', 'Pyke', 'Renekton', 'Taliyah', 'Tristana')",0,3,3
"('Jinx', 'Lillia', 'Skarner', 'Thresh', 'Tristana')",3,0,3
"('Ashe', 'Braum', 'Kennen', 'Taliyah', 'Viego')",3,0,3
"('Ekko', 'Nautilus', 'Senna', 'Shen', 'Tristana')",0,3,3
"('Brand', ""Kai'Sa"", 'Skarner', 'Sylas', 'Viego')",3,0,3
"('Ezreal', 'Galio', 'Nasus', ""Rek'Sai"", 'Rumble')",0,3,3
"('Caitlyn', 'Fiddlesticks', 'Lux', 'Shen', 'Yone')",3,0,3
"('Blitzcrank', 'Ekko', 'Kalista', 'Sett', 'Tristana')",0,3,3
"('Ashe', 'Olaf', 'Rengar', 'Rumble', 'Yone')",0,3,3
"('Akshan', 'Ekko', ""Kai'Sa"", 'Leona', 'Renekton')",0,3,3
"('Darius', 'Nautilus', 'Nidalee', 'Samira', 'Tristana')",3,0,3
"('Galio', 'Hwei', 'Kalista', 'Renata Glasc', 'Vi')",3,0,3
"('Aphelios', 'Jax', 'Orianna', 'Rakan', 'Skarner')",3,0,3
"('Ahri', 'Caitlyn', ""K'Sante"", 'Lux', 'Skarner')",3,0,3
"('Jayce', 'Jinx', 'Nunu & Willump', 'Skarner', 'Talon')",0,3,3
"('Brand', ""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Viego')",3,0,3
"('Akali', 'Blitzcrank', 'Camille', 'Lee Sin', 'Twitch')",3,0,3
"('Camille', 'Jax', 'Kindred', 'Orianna', 'Varus')",0,3,3
"('Caitlyn', ""K'Sante"", 'Kindred', 'Seraphine', 'Twisted Fate')",3,0,3
"('Aatrox', 'Draven', 'Kindred', 'Lulu', 'Syndra')",3,0,3
"('Ashe', 'Fiora', 'Graves', 'Hwei', 'Kalista')",3,0,3
"('Braum', 'Kennen', 'Lucian', 'Rengar', 'Sylas')",3,0,3
"('Hwei', 'Irelia', ""Kai'Sa"", 'Poppy', 'Rell')",3,0,3
"('Alistar', 'Ekko', ""Kai'Sa"", 'Qiyana', 'Skarner')",3,0,3
"('Amumu', ""Kai'Sa"", 'Kindred', 'Vladimir', 'Yone')",0,3,3
"('Corki', 'Hecarim', ""K'Sante"", 'Rakan', 'Taliyah')",3,0,3
"('Elise', 'Fiddlesticks', 'Kled', 'Nautilus', 'Zeri')",3,0,3
"('Alistar', 'Corki', 'Hwei', 'Jayce', 'Nidalee')",0,3,3
"('Ashe', 'Jax', 'Kindred', 'Lulu', 'Rell')",3,0,3
"('Camille', 'Darius', 'Diana', ""Kai'Sa"", 'Nunu & Willump')",0,3,3
"('Camille', 'Jhin', 'Kennen', 'Sejuani', 'Yasuo')",0,3,3
"('Ahri', 'Ashe', ""Bel'Veth"", 'Caitlyn', ""K'Sante"")",0,3,3
"('Blitzcrank', 'Jayce', 'Jhin', 'LeBlanc', 'Nidalee')",0,3,3
"('Aurelion Sol', 'Camille', ""Kai'Sa"", 'Rakan', 'Viego')",0,3,3
"('Hwei', 'Jhin', ""K'Sante"", 'Taliyah', 'Talon')",0,3,3
"('Braum', 'Jinx', ""K'Sante"", 'Nidalee', 'Taliyah')",3,0,3
"('Akali', 'Nunu & Willump', 'Skarner', 'Tristana', 'Twisted Fate')",3,0,3
"('Corki', 'Nidalee', 'Rell', 'Ryze', 'Yasuo')",0,3,3
"('Aatrox', 'Alistar', 'Corki', ""Kai'Sa"", 'Lillia')",0,3,3
"('Akshan', 'Fiddlesticks', 'Nautilus', 'Varus', 'Vayne')",3,0,3
"('Azir', 'Corki', 'Olaf', 'Pantheon', 'Senna')",0,3,3
"('Alistar', 'Maokai', 'Orianna', 'Skarner', 'Zeri')",0,3,3
"('Dr. Mundo', 'Nidalee', 'Pantheon', 'Rakan', 'Zeri')",0,3,3
"('Aatrox', 'Azir', 'Jinx', 'Lee Sin', 'Pyke')",3,0,3
"(""K'Sante"", 'Katarina', 'Seraphine', 'Twitch', 'Vi')",0,3,3
"('Draven', 'LeBlanc', 'Maokai', 'Poppy', 'Pyke')",0,3,3
"('Kalista', 'Lillia', 'Lucian', 'Rell', 'Warwick')",0,3,3
"('Fiddlesticks', 'Jax', 'Rakan', 'Twitch', 'Yone')",3,0,3
"('Alistar', 'Sivir', 'Taliyah', 'Twisted Fate', 'Yone')",3,0,3
"('Alistar', 'Ashe', 'Galio', 'Kindred', 'Rumble')",0,3,3
"('Jax', 'Kalista', 'Rumble', ""Vel'Koz"", 'Viego')",3,0,3
"('Hwei', 'Janna', 'Twitch', 'Vladimir', 'Xin Zhao')",0,3,3
"('Corki', 'Pyke', 'Viego', 'Vladimir', 'Yone')",3,0,3
"('Azir', 'Nautilus', 'Rumble', 'Varus', 'Viego')",0,3,3
"('Aatrox', 'Ahri', 'Ashe', 'Rumble', 'Viego')",3,0,3
"(""K'Sante"", ""Kai'Sa"", 'Poppy', 'Rengar', ""Vel'Koz"")",3,0,3
"('Elise', 'Jayce', 'Nautilus', 'Tristana', 'Zeri')",3,0,3
"('Aurelion Sol', 'Caitlyn', 'Lillia', 'Nasus', 'Pantheon')",3,0,3
"('Ekko', 'Gnar', 'Leona', 'Nilah', 'Olaf')",3,0,3
"('Ashe', 'Jax', 'Rakan', 'Taliyah', 'Twisted Fate')",3,0,3
"('Dr. Mundo', 'Lillia', 'Nautilus', 'Tristana', 'Zeri')",0,3,3
"('Brand', ""Kai'Sa"", 'Nasus', 'Rakan', 'Yasuo')",3,0,3
"('Fiora', 'Rakan', 'Taliyah', 'Twisted Fate', 'Twitch')",3,0,3
"('Aphelios', 'Illaoi', 'Nautilus', 'Syndra', 'Viego')",3,0,3
"('Camille', 'Cassiopeia', 'Rumble', 'Tristana', 'Xin Zhao')",3,0,3
"('Amumu', 'Ashe', 'Camille', 'Hwei', 'Urgot')",3,0,3
"('Corki', 'Nautilus', 'Nidalee', 'Tryndamere', 'Ziggs')",3,0,3
"('Ashe', 'Hecarim', 'Hwei', 'Lulu', 'Skarner')",3,0,3
"(""Kai'Sa"", 'Kennen', 'Lillia', 'Nautilus', 'Tristana')",0,3,3
"('Akali', 'Graves', 'Jhin', 'Rakan', 'Twisted Fate')",3,0,3
"('Hwei', 'Miss Fortune', 'Rell', 'Vayne', 'Viego')",3,0,3
"('Gragas', 'Samira', 'Taric', 'Yasuo', 'Zac')",3,0,3
"('Fiora', 'Nautilus', 'Vex', 'Viego', 'Zeri')",3,0,3
"('Aatrox', 'Ekko', ""Kai'Sa"", 'Orianna', 'Seraphine')",3,0,3
"('Aatrox', 'Nidalee', 'Seraphine', 'Twisted Fate', 'Varus')",0,3,3
"('Bard', 'Graves', 'Malzahar', 'Sivir', 'Twisted Fate')",0,3,3
"('Blitzcrank', 'Cassiopeia', 'Diana', 'Jax', ""Kai'Sa"")",0,3,3
"('Fiora', 'Pantheon', 'Rakan', 'Smolder', 'Zoe')",3,0,3
"('Camille', 'Galio', 'Jinx', 'Maokai', 'Rengar')",3,0,3
"('Caitlyn', ""K'Sante"", 'Lux', 'Nidalee', 'Talon')",0,3,3
"('Graves', 'Hwei', 'Irelia', ""Kai'Sa"", 'Nautilus')",0,3,3
"('Alistar', ""K'Sante"", 'Taliyah', 'Viego', 'Zeri')",3,0,3
"('Kalista', 'Rell', 'Rengar', 'Twisted Fate', 'Viego')",3,0,3
"('Cassiopeia', 'Corki', ""K'Sante"", 'Lillia', 'Pyke')",3,0,3
"('Azir', 'Corki', 'Jax', 'Rengar', 'Taric')",3,0,3
"('Caitlyn', 'Lee Sin', 'Poppy', 'Twisted Fate', 'Yone')",0,3,3
